variant_id,perturbation_family,perturbation_strength,threshold,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index
noise_000,noise,mild,main,shuffled,0.5,1500,center_of_mass,79.5,0.9988756249999999,0.5443402668458585,0.5928565732992841,0.7993258584856052,0.3900708128107478,0.20329531300186524,1.0,0.75677800182467,0.12161099908766493,0.38260930278921385,0.6883368477982479,1.0,8.131107593348949,1.8951735938041498,0.612001584109879
noise_000,noise,mild,main,shuffled,0.5,2400,center_of_mass,79.5,0.9988756249999999,0.5090948693394448,0.5807816234783191,0.8334219446535849,0.4360950470821331,0.1869244206418428,1.0,0.7616260638848461,0.11918696805757692,0.421587733441353,0.6633117093600609,1.0,8.557041220857922,1.7380485194091608,0.6440601955104073
noise_000,noise,mild,main,shuffled,0.525,900,center_of_mass,79.5,0.998874375,0.5755145761526821,0.6070832791726853,0.7551374246640801,0.4545853851559466,0.2114779947891055,1.0,0.7504919921899804,0.12475400390500979,0.3516181350629438,0.7194516567601402,1.0,7.5457463054226945,2.0690360505885055,0.5679434464105038
noise_000,noise,mild,main,shuffled,0.525,1500,center_of_mass,79.5,0.998874375,0.5442269744815238,0.5927479055354368,0.7991397736198056,0.38989731942000516,0.20299169471437306,1.0,0.7569104524575183,0.12154477377124084,0.38339083577444755,0.6898929947894908,1.0,8.132220459917542,1.896071387210678,0.6120854220107128
noise_000,noise,mild,main,shuffled,0.525,2400,center_of_mass,79.5,0.998874375,0.5089391172660618,0.580550193224402,0.8332541133088893,0.43938851740381357,0.18713243571362204,1.0,0.7617803709047113,0.11910981454764431,0.420743121943552,0.6672884191319833,1.0,8.559302692338878,1.7389870919709125,0.6442304947377511
noise_001,noise,moderate,main,coupled,0.45,900,center_of_mass,79.5,0.998946875,0.668006088153677,0.6707034101502224,0.8162478801371942,0.5378975203687942,0.29349751687438197,1.0,0.7696063331131031,0.1151968334434484,0.3005959657336851,0.7346276525735858,1.0,6.046044492414059,2.0726095553605504,0.4550622467696434
noise_001,noise,moderate,main,coupled,0.45,1500,center_of_mass,79.5,0.998946875,0.7034026305293299,0.7047072600934052,0.8955000658568073,0.6007035404053361,0.30549159632717104,1.0,0.709545884619292,0.14522705769035393,0.31648826616253006,0.7740915117063614,1.0,6.596178397901542,1.9526899099821926,0.49646869182263165
noise_001,noise,moderate,main,coupled,0.45,2400,center_of_mass,79.5,0.998946875,0.7567388561149884,0.7595911327741469,0.9424678790837904,0.5798387153653859,0.2896344204918175,1.0,0.599643436380937,0.20017828180953146,0.32277507059742194,0.7334506418936486,1.0,7.12617219434551,1.8647533505884006,0.5363592589253465
noise_001,noise,moderate,main,coupled,0.5,900,center_of_mass,79.5,0.998893125,0.6711835860053681,0.6733519250693564,0.8212373775911338,0.5428508058787963,0.31365628629779624,1.0,0.8184779519605773,0.09076102401971133,0.30476554875046324,0.7335847090231298,1.0,6.06259810397893,2.079810415485848,0.4563108372094864
noise_001,noise,moderate,main,coupled,0.5,1500,center_of_mass,79.5,0.998893125,0.7074074487177396,0.7082571954228231,0.8996656544473888,0.601072491751684,0.33721975492498046,1.0,0.7775627566456116,0.11121862167719417,0.3185642748883245,0.7694700292639165,1.0,6.627292557829035,1.9707207665476196,0.49881344234276914
noise_001,noise,moderate,main,coupled,0.5,2400,center_of_mass,79.5,0.998893125,0.7644588063865411,0.7656737849507389,0.9463306446918978,0.6213128382025229,0.32410380381760906,1.0,0.6646495993565393,0.1676752003217303,0.32594351032535784,0.7706959562713661,1.0,7.120722375876698,1.8901703439665039,0.5359522070169305
noise_001,noise,moderate,main,coupled,0.525,900,center_of_mass,79.5,0.998914375,0.6718268649102808,0.6737949279866066,0.8227473349572352,0.5454439143088559,0.3248280482402441,1.0,0.8441587857751719,0.07792060711241403,0.30386445900624504,0.7361819848882145,1.0,6.064559309759467,2.08493563449308,0.45645741595257594
noise_001,noise,moderate,main,coupled,0.525,1500,center_of_mass,79.5,0.998914375,0.7083446035613207,0.7090317230039261,0.9010149122798158,0.6036740684998979,0.35077191556449844,1.0,0.8100426514975249,0.09497867425123754,0.32151498425301595,0.7714274670718686,1.0,6.636327046937836,1.9800189361404534,0.49949230121343335
